timestamp_utc;date;hour;dmi
2017-09-04T14:00:00.000Z;2017-09-04;14;-25.6377
2017-09-04T15:00:00.000Z;2017-09-04;15;-25.9186
2017-09-04T16:00:00.000Z;2017-09-04;16;-25.9186
2017-09-04T17:00:00.000Z;2017-09-04;17;-25.9186
2017-09-04T18:00:00.000Z;2017-09-04;18;-25.9186
2017-09-04T19:00:00.000Z;2017-09-04;19;-25.9186
2017-09-04T20:00:00.000Z;2017-09-04;20;-25.9186
2017-09-04T21:00:00.000Z;2017-09-04;21;-25.9186
2017-09-04T22:00:00.000Z;2017-09-04;22;-25.9186
2017-09-04T23:00:00.000Z;2017-09-04;23;-25.9186
2017-09-05T00:00:00.000Z;2017-09-05;00;-24.5367
2017-09-05T01:00:00.000Z;2017-09-05;01;-28.7298
2017-09-05T02:00:00.000Z;2017-09-05;02;-28.7298
2017-09-05T03:00:00.000Z;2017-09-05;03;-28.7298
2017-09-05T04:00:00.000Z;2017-09-05;04;-28.7298
2017-09-05T05:00:00.000Z;2017-09-05;05;-28.7298
2017-09-05T06:00:00.000Z;2017-09-05;06;-28.7298
2017-09-05T07:00:00.000Z;2017-09-05;07;-28.7298
2017-09-05T08:00:00.000Z;2017-09-05;08;-28.6845
2017-09-05T09:00:00.000Z;2017-09-05;09;-28.6845
2017-09-05T10:00:00.000Z;2017-09-05;10;-28.6845
2017-09-05T11:00:00.000Z;2017-09-05;11;-28.6845
2017-09-05T12:00:00.000Z;2017-09-05;12;-28.4180
2017-09-05T13:00:00.000Z;2017-09-05;13;-28.4180
2017-09-05T14:00:00.000Z;2017-09-05;14;-28.4180
2017-09-05T15:00:00.000Z;2017-09-05;15;-28.4180
2017-09-05T16:00:00.000Z;2017-09-05;16;-28.4180
2017-09-05T17:00:00.000Z;2017-09-05;17;-28.1816
2017-09-05T18:00:00.000Z;2017-09-05;18;-27.9319
2017-09-05T19:00:00.000Z;2017-09-05;19;-27.6249
2017-09-05T20:00:00.000Z;2017-09-05;20;-27.6249
2017-09-05T21:00:00.000Z;2017-09-05;21;-27.6249
2017-09-05T22:00:00.000Z;2017-09-05;22;-27.6249
2017-09-05T23:00:00.000Z;2017-09-05;23;-27.6249
2017-09-06T00:00:00.000Z;2017-09-06;00;-26.3441
2017-09-06T01:00:00.000Z;2017-09-06;01;-24.8738
2017-09-06T02:00:00.000Z;2017-09-06;02;-24.5764
2017-09-06T03:00:00.000Z;2017-09-06;03;-24.5764
2017-09-06T04:00:00.000Z;2017-09-06;04;-24.5764
2017-09-06T05:00:00.000Z;2017-09-06;05;-24.5764
2017-09-06T06:00:00.000Z;2017-09-06;06;-24.5764
2017-09-06T07:00:00.000Z;2017-09-06;07;-24.5764
2017-09-06T08:00:00.000Z;2017-09-06;08;-24.5764
2017-09-06T09:00:00.000Z;2017-09-06;09;-24.5764
2017-09-06T10:00:00.000Z;2017-09-06;10;-24.5764
2017-09-06T11:00:00.000Z;2017-09-06;11;-24.1633
2017-09-06T12:00:00.000Z;2017-09-06;12;-24.1178
2017-09-06T13:00:00.000Z;2017-09-06;13;-24.1178
2017-09-06T14:00:00.000Z;2017-09-06;14;-24.1178
2017-09-06T15:00:00.000Z;2017-09-06;15;-24.1156
2017-09-06T16:00:00.000Z;2017-09-06;16;-24.1156
2017-09-06T23:00:00.000Z;2017-09-06;23;-23.8779
2017-09-07T00:00:00.000Z;2017-09-07;00;-23.7550
2017-09-07T01:00:00.000Z;2017-09-07;01;-23.2391
2017-09-07T02:00:00.000Z;2017-09-07;02;-23.2391
2017-09-07T03:00:00.000Z;2017-09-07;03;-23.2391
2017-09-07T04:00:00.000Z;2017-09-07;04;-23.2391
2017-09-07T05:00:00.000Z;2017-09-07;05;-23.2391
2017-09-07T06:00:00.000Z;2017-09-07;06;-23.2391
2017-09-07T07:00:00.000Z;2017-09-07;07;-23.2391
2017-09-07T08:00:00.000Z;2017-09-07;08;-23.2314
2017-09-07T09:00:00.000Z;2017-09-07;09;-23.2314
2017-09-07T10:00:00.000Z;2017-09-07;10;-23.2314
2017-09-07T11:00:00.000Z;2017-09-07;11;-23.2314
2017-09-07T12:00:00.000Z;2017-09-07;12;-23.2035
2017-09-07T13:00:00.000Z;2017-09-07;13;-22.8711
2017-09-07T14:00:00.000Z;2017-09-07;14;-22.7195
2017-09-07T15:00:00.000Z;2017-09-07;15;-22.7195
2017-09-07T16:00:00.000Z;2017-09-07;16;-21.8095
2017-09-07T17:00:00.000Z;2017-09-07;17;-21.8095
2017-09-07T18:00:00.000Z;2017-09-07;18;-21.8095
2017-09-07T19:00:00.000Z;2017-09-07;19;-21.8095
2017-09-07T20:00:00.000Z;2017-09-07;20;-21.8095
2017-09-07T21:00:00.000Z;2017-09-07;21;-21.8095
2017-09-07T22:00:00.000Z;2017-09-07;22;-21.8095
